;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077
02/11/2016;15.0;47.0;-1.0;11.0;-1.0;10.0;-1.0;16.0;-1.0;16.0;-1.0;13.0;21.0;-1.0
03/11/2016;22.0;47.0;-1.0;22.0;-1.0;23.0;-1.0;29.0;-1.0;26.0;-1.0;21.0;33.0;-1.0
04/11/2016;36.0;48.0;-1.0;25.0;-1.0;31.0;-1.0;27.0;-1.0;33.0;-1.0;14.0;28.0;-1.0
05/11/2016;40.0;51.0;-1.0;25.0;-1.0;32.0;-1.0;30.0;-1.0;35.0;-1.0;26.0;36.0;-1.0
06/11/2016;32.0;56.0;-1.0;32.0;-1.0;26.0;-1.0;36.0;-1.0;32.0;-1.0;31.0;46.0;-1.0
07/11/2016;20.0;52.0;-1.0;19.0;-1.0;18.0;-1.0;28.0;-1.0;23.0;-1.0;27.0;31.0;-1.0
08/11/2016;14.0;33.0;-1.0;20.0;-1.0;-1.0;-1.0;26.0;-1.0;17.0;-1.0;21.0;23.0;-1.0
09/11/2016;21.0;45.0;-1.0;13.0;-1.0;-1.0;-1.0;20.0;-1.0;15.0;-1.0;21.0;17.0;-1.0
10/11/2016;19.0;60.0;-1.0;6.0;-1.0;13.0;-1.0;8.0;-1.0;9.0;-1.0;16.0;8.0;-1.0
11/11/2016;38.0;59.0;-1.0;40.0;-1.0;38.0;-1.0;50.0;-1.0;39.0;-1.0;45.0;45.0;-1.0
12/11/2016;14.0;35.0;-1.0;11.0;-1.0;14.0;-1.0;15.0;-1.0;13.0;-1.0;11.0;15.0;-1.0
13/11/2016;18.0;26.0;-1.0;7.0;-1.0;5.0;-1.0;11.0;-1.0;12.0;-1.0;8.0;13.0;-1.0
14/11/2016;19.0;42.0;-1.0;19.0;-1.0;16.0;-1.0;29.0;-1.0;22.0;-1.0;18.0;26.0;-1.0
15/11/2016;13.0;34.0;-1.0;10.0;-1.0;12.0;-1.0;19.0;23.0;18.0;-1.0;12.0;20.0;-1.0
16/11/2016;5.0;32.0;-1.0;2.0;-1.0;-1.0;-1.0;2.0;12.0;4.0;-1.0;2.0;4.0;-1.0
17/11/2016;18.0;26.0;-1.0;8.0;-1.0;-1.0;-1.0;11.0;18.0;12.0;-1.0;5.0;12.0;-1.0
18/11/2016;43.0;52.0;-1.0;28.0;-1.0;30.0;-1.0;35.0;55.0;40.0;-1.0;29.0;29.0;-1.0
19/11/2016;41.0;62.0;-1.0;38.0;-1.0;40.0;-1.0;46.0;61.0;39.0;-1.0;43.0;43.0;-1.0
20/11/2016;73.0;73.0;-1.0;74.0;-1.0;62.0;-1.0;83.0;77.0;74.0;-1.0;77.0;73.0;-1.0
21/11/2016;68.0;76.0;-1.0;70.0;-1.0;63.0;-1.0;81.0;77.0;70.0;-1.0;80.0;69.0;-1.0
22/11/2016;25.0;56.0;-1.0;25.0;-1.0;23.0;-1.0;39.0;44.0;33.0;-1.0;39.0;40.0;-1.0
23/11/2016;2.0;29.0;-1.0;2.0;-1.0;0.0;-1.0;3.0;5.0;4.0;-1.0;7.0;6.0;-1.0
24/11/2016;7.0;40.0;-1.0;5.0;-1.0;12.0;-1.0;9.0;11.0;6.0;-1.0;1.0;9.0;-1.0
25/11/2016;14.0;18.0;-1.0;9.0;-1.0;15.0;-1.0;13.0;19.0;13.0;-1.0;1.0;13.0;-1.0
26/11/2016;6.0;27.0;-1.0;4.0;-1.0;5.0;-1.0;6.0;9.0;6.0;-1.0;2.0;7.0;-1.0
27/11/2016;10.0;30.0;-1.0;10.0;-1.0;7.0;-1.0;16.0;13.0;11.0;-1.0;11.0;15.0;-1.0
28/11/2016;21.0;-1.0;-1.0;22.0;-1.0;24.0;-1.0;31.0;30.0;25.0;-1.0;31.0;30.0;-1.0
29/11/2016;11.0;-1.0;-1.0;10.0;-1.0;10.0;-1.0;14.0;19.0;15.0;-1.0;15.0;16.0;-1.0
30/11/2016;4.0;-1.0;-1.0;2.0;-1.0;0.0;-1.0;5.0;7.0;4.0;-1.0;2.0;5.0;-1.0
01/12/2016;4.0;-1.0;-1.0;1.0;-1.0;0.0;-1.0;4.0;8.0;3.0;-1.0;1.0;4.0;-1.0
02/12/2016;7.0;-1.0;-1.0;6.0;-1.0;5.0;-1.0;10.0;15.0;9.0;-1.0;6.0;11.0;-1.0
03/12/2016;6.0;29.0;-1.0;5.0;-1.0;9.0;-1.0;10.0;11.0;6.0;-1.0;7.0;8.0;-1.0
04/12/2016;4.0;27.0;-1.0;2.0;-1.0;2.0;-1.0;5.0;7.0;5.0;-1.0;3.0;5.0;-1.0
05/12/2016;2.0;35.0;-1.0;1.0;-1.0;1.0;-1.0;3.0;3.0;3.0;-1.0;0.0;4.0;-1.0
06/12/2016;1.0;37.0;-1.0;0.0;-1.0;1.0;-1.0;3.0;4.0;3.0;-1.0;0.0;4.0;-1.0
07/12/2016;1.0;32.0;-1.0;0.0;-1.0;0.0;-1.0;2.0;3.0;3.0;-1.0;0.0;3.0;-1.0
08/12/2016;2.0;48.0;-1.0;0.0;-1.0;2.0;-1.0;3.0;3.0;3.0;-1.0;0.0;4.0;-1.0
09/12/2016;2.0;46.0;-1.0;0.0;-1.0;1.0;-1.0;4.0;4.0;3.0;-1.0;0.0;3.0;-1.0
10/12/2016;4.0;57.0;-1.0;0.0;-1.0;1.0;-1.0;5.0;6.0;3.0;-1.0;0.0;3.0;-1.0
11/12/2016;9.0;66.0;-1.0;1.0;-1.0;3.0;-1.0;8.0;17.0;7.0;-1.0;0.0;6.0;-1.0
12/12/2016;21.0;45.0;-1.0;17.0;-1.0;22.0;-1.0;26.0;28.0;22.0;-1.0;11.0;26.0;-1.0
13/12/2016;10.0;19.0;-1.0;5.0;-1.0;6.0;-1.0;9.0;15.0;11.0;-1.0;8.0;10.0;-1.0
14/12/2016;1.0;25.0;-1.0;0.0;-1.0;0.0;-1.0;3.0;4.0;4.0;-1.0;0.0;3.0;-1.0
15/12/2016;1.0;25.0;-1.0;0.0;-1.0;0.0;-1.0;3.0;3.0;3.0;-1.0;0.0;3.0;-1.0
16/12/2016;4.0;33.0;-1.0;0.0;-1.0;1.0;-1.0;3.0;7.0;3.0;-1.0;0.0;4.0;-1.0
17/12/2016;2.0;34.0;-1.0;0.0;-1.0;0.0;-1.0;3.0;4.0;2.0;-1.0;0.0;4.0;-1.0
18/12/2016;1.0;26.0;-1.0;1.0;-1.0;0.0;-1.0;3.0;4.0;3.0;-1.0;0.0;7.0;-1.0
19/12/2016;1.0;8.0;-1.0;1.0;-1.0;1.0;-1.0;2.0;4.0;2.0;-1.0;0.0;7.0;-1.0
20/12/2016;1.0;26.0;-1.0;0.0;-1.0;0.0;-1.0;2.0;3.0;2.0;-1.0;0.0;7.0;-1.0
21/12/2016;6.0;29.0;-1.0;1.0;-1.0;5.0;-1.0;2.0;9.0;6.0;-1.0;4.0;8.0;-1.0
22/12/2016;6.0;22.0;-1.0;1.0;-1.0;4.0;-1.0;2.0;8.0;5.0;-1.0;2.0;7.0;-1.0
23/12/2016;1.0;34.0;-1.0;0.0;-1.0;1.0;-1.0;2.0;2.0;3.0;-1.0;1.0;7.0;-1.0
24/12/2016;4.0;35.0;-1.0;1.0;-1.0;4.0;-1.0;6.0;7.0;4.0;-1.0;1.0;7.0;-1.0
25/12/2016;12.0;61.0;-1.0;6.0;-1.0;12.0;-1.0;13.0;22.0;12.0;-1.0;6.0;21.0;-1.0
26/12/2016;13.0;47.0;-1.0;1.0;-1.0;-1.0;-1.0;8.0;26.0;12.0;-1.0;2.0;13.0;-1.0
27/12/2016;30.0;63.0;-1.0;31.0;-1.0;-1.0;-1.0;45.0;39.0;41.0;-1.0;38.0;47.0;-1.0
28/12/2016;11.0;40.0;-1.0;7.0;-1.0;12.0;-1.0;12.0;24.0;19.0;-1.0;6.0;17.0;-1.0
29/12/2016;11.0;23.0;-1.0;2.0;-1.0;5.0;-1.0;5.0;22.0;13.0;-1.0;4.0;5.0;-1.0
30/12/2016;7.0;21.0;-1.0;1.0;-1.0;4.0;-1.0;3.0;12.0;8.0;-1.0;1.0;1.0;-1.0
31/12/2016;8.1;10.0;-1.0;1.4;-1.0;7.6;-1.0;3.0;12.8;9.4;-1.0;0.9;2.3;-1.0
01/01/2017;11.9;41.2;-1.0;2.0;-1.0;8.9;-1.0;4.0;13.6;13.4;-1.0;1.8;4.0;-1.0
02/01/2017;10.3;34.8;-1.0;7.4;-1.0;12.9;-1.0;12.0;17.0;15.2;-1.0;11.0;11.9;-1.0
03/01/2017;31.4;42.8;-1.0;28.8;-1.0;41.4;-1.0;40.0;37.4;40.2;-1.0;31.8;35.3;-1.0
04/01/2017;19.7;48.9;-1.0;10.7;-1.0;11.8;-1.0;18.0;29.8;23.1;-1.0;15.0;17.1;-1.0
05/01/2017;36.8;62.7;-1.0;36.1;-1.0;48.7;-1.0;-1.0;43.2;43.8;-1.0;43.7;-1.0;-1.0
06/01/2017;30.9;56.6;-1.0;31.0;-1.0;46.8;-1.0;-1.0;35.6;38.4;-1.0;34.6;-1.0;-1.0
07/01/2017;23.6;43.4;-1.0;16.1;-1.0;25.6;-1.0;-1.0;29.2;28.7;-1.0;14.2;21.9;-1.0
08/01/2017;29.3;54.5;-1.0;22.1;-1.0;24.5;-1.0;-1.0;32.8;34.3;-1.0;20.4;30.0;-1.0
09/01/2017;25.3;48.7;-1.0;20.0;-1.0;27.6;-1.0;-1.0;35.4;33.5;-1.0;16.7;26.9;-1.0
10/01/2017;11.2;43.3;-1.0;7.2;-1.0;12.5;-1.0;-1.0;17.4;16.2;-1.0;9.4;13.6;-1.0
11/01/2017;11.1;33.0;-1.0;4.7;-1.0;22.7;-1.0;-1.0;20.7;11.5;-1.0;3.9;7.2;-1.0
12/01/2017;19.4;42.4;-1.0;10.4;-1.0;20.3;-1.0;-1.0;22.2;19.0;-1.0;10.6;11.7;-1.0
13/01/2017;44.6;70.1;-1.0;47.3;-1.0;65.9;-1.0;-1.0;60.6;57.8;-1.0;59.2;53.0;-1.0
14/01/2017;41.8;65.2;-1.0;40.5;-1.0;57.2;-1.0;-1.0;54.7;46.5;-1.0;52.6;46.7;-1.0
15/01/2017;37.9;62.9;-1.0;34.6;-1.0;47.3;-1.0;-1.0;43.1;38.7;-1.0;36.2;43.7;-1.0
16/01/2017;42.1;63.2;-1.0;37.6;-1.0;46.8;-1.0;-1.0;50.5;43.4;-1.0;37.8;43.6;-1.0
17/01/2017;43.9;55.6;-1.0;40.1;-1.0;48.0;-1.0;-1.0;48.6;45.4;-1.0;46.1;42.6;-1.0
18/01/2017;17.3;49.4;-1.0;23.0;-1.0;42.3;-1.0;-1.0;30.7;30.3;-1.0;33.9;28.2;-1.0
19/01/2017;10.7;43.6;-1.0;8.4;-1.0;18.6;-1.0;-1.0;20.8;14.7;-1.0;11.9;8.4;-1.0
20/01/2017;9.3;35.8;-1.0;2.8;-1.0;10.7;-1.0;-1.0;14.8;7.6;-1.0;2.8;3.2;-1.0
21/01/2017;6.7;47.2;-1.0;1.3;-1.0;10.7;-1.0;-1.0;13.3;5.4;-1.0;4.2;2.6;-1.0
22/01/2017;6.7;32.7;-1.0;1.2;-1.0;13.2;-1.0;-1.0;12.0;6.5;-1.0;5.2;2.5;-1.0
23/01/2017;5.8;41.6;-1.0;4.1;-1.0;9.2;-1.0;-1.0;10.7;8.8;-1.0;4.1;5.8;-1.0
24/01/2017;6.9;32.0;-1.0;5.2;-1.0;-1.0;-1.0;-1.0;18.5;10.3;-1.0;4.8;6.0;-1.0
25/01/2017;14.5;31.8;-1.0;13.5;-1.0;-1.0;-1.0;-1.0;24.2;19.2;-1.0;15.2;18.3;-1.0
26/01/2017;5.4;-1.0;-1.0;1.4;-1.0;-1.0;-1.0;-1.0;12.6;6.1;-1.0;2.4;2.0;-1.0
27/01/2017;6.1;68.1;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;13.1;3.7;-1.0;0.0;0.2;-1.0
28/01/2017;3.9;50.2;-1.0;0.2;-1.0;-1.0;-1.0;-1.0;10.1;6.5;-1.0;2.3;1.6;-1.0
29/01/2017;19.7;46.3;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;27.2;11.3;-1.0;6.0;7.2;-1.0
30/01/2017;68.9;41.7;-1.0;27.0;-1.0;-1.0;-1.0;-1.0;61.2;33.3;-1.0;6.6;34.8;-1.0
31/01/2017;56.9;23.4;-1.0;15.8;-1.0;-1.0;-1.0;-1.0;48.6;21.5;-1.0;7.5;28.8;-1.0
01/02/2017;75.5;54.7;-1.0;26.6;-1.0;-1.0;-1.0;-1.0;71.6;41.7;-1.0;17.2;35.3;-1.0
02/02/2017;72.0;86.8;-1.0;57.4;-1.0;-1.0;-1.0;-1.0;78.9;65.8;-1.0;39.8;63.8;-1.0
03/02/2017;72.0;67.6;-1.0;41.5;-1.0;-1.0;-1.0;-1.0;80.1;60.8;-1.0;38.1;55.1;-1.0
04/02/2017;67.4;-1.0;-1.0;44.4;-1.0;-1.0;-1.0;-1.0;83.9;59.9;-1.0;51.7;54.2;-1.0
05/02/2017;52.2;67.6;-1.0;28.8;-1.0;-1.0;-1.0;-1.0;61.9;35.1;-1.0;32.1;38.5;-1.0
06/02/2017;42.8;61.4;-1.0;36.6;-1.0;-1.0;-1.0;-1.0;54.6;45.9;-1.0;44.7;46.8;-1.0
07/02/2017;5.5;60.0;-1.0;9.2;-1.0;-1.0;-1.0;-1.0;20.1;7.9;-1.0;5.0;12.6;-1.0
08/02/2017;42.7;71.7;-1.0;37.1;-1.0;-1.0;-1.0;-1.0;56.1;46.0;-1.0;44.9;54.2;-1.0
09/02/2017;20.1;31.5;-1.0;16.5;-1.0;-1.0;-1.0;-1.0;32.9;18.2;-1.0;14.6;23.1;-1.0
10/02/2017;25.9;36.1;-1.0;16.3;-1.0;-1.0;-1.0;-1.0;37.5;21.8;-1.0;14.2;20.7;-1.0
11/02/2017;47.0;55.5;-1.0;27.9;-1.0;-1.0;-1.0;-1.0;57.0;36.3;-1.0;20.4;30.7;-1.0
12/02/2017;43.9;41.6;-1.0;13.3;-1.0;-1.0;-1.0;-1.0;62.3;30.4;-1.0;8.3;24.1;-1.0
13/02/2017;15.4;34.5;-1.0;4.1;-1.0;-1.0;-1.0;-1.0;29.6;9.8;-1.0;7.5;8.2;-1.0
14/02/2017;20.2;21.9;-1.0;2.5;-1.0;-1.0;-1.0;-1.0;30.2;10.5;-1.0;4.7;6.4;-1.0
15/02/2017;31.9;53.6;-1.0;9.1;-1.0;-1.0;-1.0;-1.0;42.9;17.3;-1.0;6.5;15.7;-1.0
16/02/2017;21.6;58.6;-1.0;6.6;-1.0;-1.0;-1.0;-1.0;30.6;17.1;-1.0;7.7;14.5;-1.0
17/02/2017;19.3;67.0;-1.0;17.5;-1.0;-1.0;-1.0;-1.0;30.0;23.4;-1.0;18.2;25.4;-1.0
18/02/2017;20.0;67.6;-1.0;21.9;-1.0;-1.0;-1.0;-1.0;32.2;25.5;-1.0;24.3;35.8;-1.0
19/02/2017;26.2;78.1;-1.0;20.3;-1.0;-1.0;-1.0;-1.0;40.7;24.4;-1.0;26.6;27.3;-1.0
20/02/2017;23.6;76.5;-1.0;20.4;-1.0;-1.0;-1.0;-1.0;50.0;26.0;-1.0;27.6;32.5;-1.0
21/02/2017;14.3;53.2;-1.0;8.7;-1.0;-1.0;-1.0;-1.0;25.5;7.5;-1.0;7.6;16.5;-1.0
22/02/2017;13.2;37.7;-1.0;5.3;-1.0;-1.0;-1.0;-1.0;23.0;10.9;-1.0;9.3;9.4;-1.0
23/02/2017;36.2;63.6;-1.0;17.9;-1.0;-1.0;-1.0;-1.0;48.5;31.8;-1.0;15.3;25.0;-1.0
24/02/2017;57.8;76.6;-1.0;44.8;-1.0;-1.0;-1.0;-1.0;71.2;60.0;-1.0;58.2;63.9;-1.0
25/02/2017;49.9;70.1;-1.0;41.9;-1.0;-1.0;-1.0;-1.0;56.7;48.8;-1.0;43.4;54.0;-1.0
26/02/2017;27.5;70.6;-1.0;12.9;-1.0;-1.0;-1.0;-1.0;51.0;23.9;-1.0;19.7;22.9;-1.0
27/02/2017;58.5;63.6;-1.0;43.5;-1.0;-1.0;-1.0;-1.0;69.8;59.0;-1.0;46.6;51.3;-1.0
28/02/2017;65.8;-1.0;-1.0;57.6;-1.0;-1.0;-1.0;-1.0;85.2;74.9;-1.0;64.8;70.4;-1.0
01/03/2017;74.4;-1.0;-1.0;46.2;-1.0;-1.0;-1.0;-1.0;78.5;65.5;-1.0;44.9;58.0;-1.0
02/03/2017;54.3;67.7;-1.0;32.0;-1.0;-1.0;-1.0;-1.0;69.7;51.1;-1.0;39.1;48.1;-1.0
03/03/2017;61.9;63.7;-1.0;43.9;-1.0;-1.0;-1.0;-1.0;73.3;56.2;-1.0;49.0;52.1;-1.0
04/03/2017;70.6;72.1;-1.0;49.4;-1.0;-1.0;-1.0;-1.0;82.8;68.2;-1.0;59.5;61.3;-1.0
05/03/2017;69.8;67.8;-1.0;41.0;-1.0;-1.0;-1.0;-1.0;77.4;58.6;-1.0;53.2;51.6;-1.0
06/03/2017;61.4;67.8;-1.0;45.2;-1.0;-1.0;-1.0;-1.0;74.3;53.9;-1.0;51.3;56.3;-1.0
07/03/2017;42.0;70.6;-1.0;43.5;-1.0;-1.0;-1.0;-1.0;65.5;48.7;-1.0;47.8;56.6;-1.0
08/03/2017;15.1;45.1;-1.0;5.9;-1.0;-1.0;-1.0;-1.0;31.4;12.2;-1.0;8.4;12.1;-1.0
09/03/2017;23.5;62.6;-1.0;20.3;-1.0;-1.0;-1.0;-1.0;45.8;26.7;-1.0;25.6;30.2;-1.0
10/03/2017;52.8;67.3;-1.0;45.6;-1.0;-1.0;-1.0;-1.0;72.4;61.8;-1.0;43.1;59.1;-1.0
11/03/2017;31.8;58.7;-1.0;17.1;-1.0;-1.0;-1.0;-1.0;57.8;29.1;-1.0;26.1;26.5;-1.0
12/03/2017;40.0;60.7;-1.0;31.9;-1.0;-1.0;-1.0;-1.0;73.1;31.1;-1.0;25.0;53.0;-1.0
13/03/2017;42.0;65.2;-1.0;43.3;-1.0;-1.0;-1.0;-1.0;62.7;48.0;-1.0;42.2;59.8;-1.0
14/03/2017;51.2;61.6;-1.0;42.2;-1.0;-1.0;-1.0;-1.0;66.1;53.6;-1.0;46.9;54.9;-1.0
15/03/2017;49.6;68.2;-1.0;45.5;-1.0;-1.0;-1.0;-1.0;74.0;63.0;-1.0;47.5;60.0;-1.0
16/03/2017;34.9;61.6;-1.0;18.5;-1.0;-1.0;-1.0;-1.0;65.4;34.2;-1.0;29.1;29.2;-1.0
17/03/2017;63.9;83.8;-1.0;37.6;-1.0;-1.0;-1.0;-1.0;86.1;53.2;-1.0;46.1;56.3;-1.0
18/03/2017;53.1;69.1;-1.0;43.2;-1.0;-1.0;-1.0;-1.0;67.1;48.8;-1.0;42.3;55.2;-1.0
19/03/2017;49.2;63.9;-1.0;42.2;-1.0;-1.0;-1.0;-1.0;62.4;46.3;-1.0;51.2;56.1;-1.0
20/03/2017;41.2;49.9;-1.0;32.7;-1.0;-1.0;-1.0;-1.0;58.5;44.3;-1.0;37.2;44.9;-1.0
21/03/2017;50.6;-1.0;-1.0;44.5;-1.0;-1.0;-1.0;-1.0;-1.0;52.5;-1.0;45.9;58.4;-1.0
22/03/2017;60.2;58.2;-1.0;38.7;-1.0;-1.0;-1.0;-1.0;60.8;55.9;-1.0;47.5;56.5;-1.0
23/03/2017;58.7;65.0;-1.0;31.3;-1.0;-1.0;-1.0;-1.0;65.1;52.2;-1.0;37.5;48.2;-1.0
24/03/2017;25.0;-1.0;-1.0;18.6;-1.0;-1.0;-1.0;-1.0;36.8;30.4;-1.0;32.1;36.6;-1.0
25/03/2017;49.2;45.1;-1.0;29.0;-1.0;-1.0;-1.0;-1.0;49.3;42.5;-1.0;38.7;41.5;-1.0
26/03/2017;73.2;76.4;-1.0;47.3;-1.0;-1.0;-1.0;-1.0;87.1;66.0;-1.0;68.0;71.5;-1.0
27/03/2017;66.6;73.7;-1.0;45.9;-1.0;-1.0;-1.0;-1.0;77.3;57.1;-1.0;49.2;60.6;-1.0
28/03/2017;-1.0;81.3;-1.0;46.7;-1.0;-1.0;-1.0;-1.0;80.1;54.5;-1.0;44.6;63.4;-1.0
29/03/2017;34.0;85.5;-1.0;53.8;-1.0;-1.0;-1.0;-1.0;79.4;68.7;-1.0;51.9;66.9;-1.0
30/03/2017;59.0;91.5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;72.2;58.8;-1.0;56.2;55.2;-1.0
31/03/2017;96.9;103.2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;105.3;101.3;-1.0;67.5;92.1;-1.0
01/04/2017;72.1;76.6;-1.0;65.3;-1.0;-1.0;-1.0;-1.0;78.7;73.4;-1.0;70.3;74.3;-1.0
02/04/2017;57.1;71.4;-1.0;45.9;-1.0;-1.0;-1.0;-1.0;59.0;53.8;-1.0;54.9;58.1;-1.0
03/04/2017;63.1;85.7;-1.0;59.5;-1.0;-1.0;-1.0;-1.0;72.9;74.1;-1.0;64.9;74.4;-1.0
04/04/2017;80.0;89.4;-1.0;66.4;-1.0;-1.0;-1.0;-1.0;89.8;86.1;-1.0;62.0;84.2;-1.0
05/04/2017;75.1;88.0;-1.0;70.8;-1.0;81.6;-1.0;-1.0;83.4;82.2;-1.0;71.4;85.1;-1.0
06/04/2017;67.3;77.6;-1.0;62.3;-1.0;72.4;-1.0;-1.0;73.8;71.7;-1.0;71.1;72.0;-1.0
07/04/2017;54.0;76.5;-1.0;52.0;-1.0;51.5;-1.0;-1.0;67.9;63.5;-1.0;54.3;64.3;-1.0
08/04/2017;49.0;79.7;-1.0;46.9;-1.0;53.9;-1.0;-1.0;71.6;58.6;-1.0;52.2;-1.0;-1.0
09/04/2017;74.2;-1.0;-1.0;65.6;-1.0;85.4;-1.0;-1.0;87.6;68.8;-1.0;57.9;74.6;-1.0
10/04/2017;75.8;-1.0;-1.0;60.0;-1.0;73.4;-1.0;-1.0;87.7;68.6;-1.0;58.8;77.3;-1.0
11/04/2017;70.9;-1.0;-1.0;70.0;-1.0;74.1;-1.0;-1.0;80.3;75.7;-1.0;74.3;77.1;-1.0
12/04/2017;55.2;83.8;-1.0;57.7;-1.0;59.8;-1.0;-1.0;76.9;67.9;-1.0;60.7;72.0;-1.0
13/04/2017;43.8;79.7;-1.0;52.6;-1.0;55.5;-1.0;-1.0;63.2;57.8;-1.0;52.7;61.4;-1.0
14/04/2017;44.6;74.7;-1.0;58.9;-1.0;52.7;-1.0;-1.0;60.7;62.8;-1.0;60.2;63.5;-1.0
15/04/2017;51.3;68.9;-1.0;66.0;-1.0;54.8;-1.0;-1.0;55.2;53.5;-1.0;55.9;64.3;-1.0
16/04/2017;63.1;69.4;-1.0;63.2;-1.0;72.0;-1.0;-1.0;62.0;63.5;-1.0;68.8;66.8;-1.0
17/04/2017;69.1;78.0;-1.0;71.0;-1.0;74.8;-1.0;-1.0;67.2;75.2;-1.0;64.8;75.8;-1.0
18/04/2017;72.6;82.6;-1.0;69.2;-1.0;78.6;-1.0;-1.0;75.7;78.2;-1.0;74.1;75.4;-1.0
19/04/2017;71.9;81.8;-1.0;66.3;-1.0;78.4;-1.0;-1.0;74.7;77.0;-1.0;73.4;75.7;-1.0
20/04/2017;68.4;84.0;-1.0;60.8;-1.0;76.5;-1.0;-1.0;69.8;75.4;-1.0;73.4;75.0;-1.0
21/04/2017;52.0;90.4;-1.0;52.7;-1.0;67.9;-1.0;-1.0;68.7;67.4;-1.0;69.4;73.9;-1.0
22/04/2017;65.8;97.6;-1.0;56.8;-1.0;75.5;-1.0;-1.0;71.3;67.5;-1.0;74.8;74.1;-1.0
23/04/2017;69.7;78.3;-1.0;62.4;-1.0;72.3;-1.0;-1.0;67.1;74.4;-1.0;74.3;75.6;-1.0
24/04/2017;75.8;85.4;-1.0;63.2;-1.0;76.3;-1.0;-1.0;82.9;90.1;-1.0;75.3;78.9;-1.0
25/04/2017;74.1;76.3;-1.0;50.0;-1.0;74.8;-1.0;-1.0;81.1;75.8;-1.0;62.5;66.6;-1.0
26/04/2017;46.9;55.1;-1.0;38.5;-1.0;-1.0;-1.0;-1.0;51.2;52.4;-1.0;48.2;56.1;-1.0
27/04/2017;64.1;73.0;-1.0;49.7;-1.0;-1.0;-1.0;-1.0;69.6;69.1;-1.0;56.4;64.8;-1.0
28/04/2017;56.9;75.5;-1.0;52.7;-1.0;68.2;-1.0;-1.0;69.0;68.1;-1.0;64.6;66.3;-1.0
29/04/2017;67.2;84.9;-1.0;50.7;-1.0;72.5;-1.0;-1.0;67.3;68.3;-1.0;53.1;67.4;-1.0
30/04/2017;97.9;96.6;-1.0;86.3;-1.0;99.7;-1.0;-1.0;95.5;114.1;-1.0;89.0;102.8;-1.0
01/05/2017;74.2;67.9;-1.0;59.6;-1.0;78.9;-1.0;-1.0;70.4;81.0;-1.0;73.5;78.4;-1.0
02/05/2017;40.5;58.0;-1.0;26.7;-1.0;45.6;-1.0;-1.0;45.5;43.6;-1.0;33.8;41.4;-1.0
03/05/2017;37.1;54.6;-1.0;28.7;-1.0;43.3;-1.0;-1.0;43.5;40.9;-1.0;35.5;42.9;-1.0
04/05/2017;47.2;58.9;-1.0;33.8;-1.0;48.7;-1.0;-1.0;51.0;-1.0;-1.0;40.8;50.9;-1.0
05/05/2017;61.8;76.0;-1.0;37.3;-1.0;64.4;-1.0;-1.0;62.1;-1.0;-1.0;45.5;56.8;-1.0
06/05/2017;56.2;69.4;-1.0;37.6;-1.0;61.8;-1.0;-1.0;59.9;51.7;-1.0;45.9;54.9;-1.0
07/05/2017;54.6;78.1;-1.0;42.6;-1.0;56.3;-1.0;-1.0;57.8;47.1;-1.0;67.9;58.0;-1.0
08/05/2017;69.0;70.1;-1.0;55.5;-1.0;66.9;-1.0;-1.0;68.3;64.9;-1.0;60.6;71.2;-1.0
09/05/2017;54.0;72.7;-1.0;51.8;-1.0;64.7;-1.0;-1.0;66.8;67.4;-1.0;64.0;68.7;-1.0
10/05/2017;61.8;81.4;-1.0;53.2;-1.0;67.8;-1.0;-1.0;67.7;67.9;-1.0;62.8;66.8;-1.0
11/05/2017;52.9;62.1;-1.0;31.4;-1.0;59.6;-1.0;-1.0;57.3;44.9;-1.0;-1.0;43.9;-1.0
12/05/2017;33.0;55.3;-1.0;16.7;-1.0;35.1;-1.0;-1.0;46.8;25.7;-1.0;25.0;28.9;-1.0
13/05/2017;38.7;48.0;-1.0;19.8;-1.0;33.3;-1.0;-1.0;47.9;32.2;-1.0;29.4;32.5;-1.0
14/05/2017;41.1;59.0;-1.0;35.4;-1.0;44.8;-1.0;-1.0;50.2;40.2;-1.0;35.2;45.1;-1.0
15/05/2017;43.6;69.1;-1.0;42.2;-1.0;50.5;-1.0;-1.0;55.8;50.3;-1.0;46.0;53.3;-1.0
16/05/2017;52.0;85.3;-1.0;50.2;-1.0;63.8;-1.0;-1.0;77.7;58.0;-1.0;57.9;62.5;-1.0
17/05/2017;77.7;95.3;-1.0;70.5;-1.0;78.6;-1.0;-1.0;95.2;80.3;-1.0;68.8;81.4;-1.0
18/05/2017;87.1;92.5;-1.0;75.6;-1.0;81.1;-1.0;-1.0;98.8;84.3;-1.0;76.1;81.8;-1.0
19/05/2017;52.3;65.7;-1.0;50.2;-1.0;60.6;-1.0;-1.0;65.3;53.7;-1.0;48.0;58.8;-1.0
20/05/2017;47.1;61.7;-1.0;50.4;-1.0;61.8;-1.0;-1.0;55.4;49.1;-1.0;46.0;61.4;-1.0
21/05/2017;51.4;72.1;-1.0;60.4;-1.0;60.2;-1.0;-1.0;60.1;55.4;-1.0;51.1;63.3;-1.0
